ENSMUST00000000001.4,6392.25
ENSMUST00000000003.9,0.0
ENSMUST00000000010.8,0.0
ENSMUST00000000028.9,481.5
ENSMUST00000000033.7,3088.485
ENSMUST00000000049.5,2.75
ENSMUST00000000058.6,560.75
ENSMUST00000000080.6,2555.0
ENSMUST00000000087.8,1385.75
ENSMUST00000000090.6,8666.0
ENSMUST00000000094.9,4867.25
ENSMUST00000000095.6,36.75
ENSMUST00000000096.7,6.5
ENSMUST00000000109.6,7362.75
ENSMUST00000000122.6,551.75
ENSMUST00000000127.5,385.0
ENSMUST00000000128.5,160.5
ENSMUST00000000129.8,1336.75
ENSMUST00000000137.7,5996.333333333334
ENSMUST00000000145.7,2325.5
ENSMUST00000000153.4,1086.08
ENSMUST00000000161.9,0.5
ENSMUST00000000163.8,8.8725
ENSMUST00000000171.10,70.255
ENSMUST00000000175.4,5762.75
ENSMUST00000000186.6,2.25
ENSMUST00000000187.5,0.0
ENSMUST00000000188.8,4922.0
ENSMUST00000000193.5,3.75
ENSMUST00000000194.3,9.25
ENSMUST00000000199.7,8383.75
ENSMUST00000000201.5,1282.0
ENSMUST00000000206.3,546.5
ENSMUST00000000208.7,0.0
ENSMUST00000000219.5,472.5
ENSMUST00000000220.2,0.0
ENSMUST00000000221.5,1.5
ENSMUST00000000228.4,1044.5
ENSMUST00000000253.5,1006.5
ENSMUST00000000254.9,0.0
ENSMUST00000000260.8,745.75
ENSMUST00000000266.8,0.0
ENSMUST00000000275.7,6.0
ENSMUST00000000284.6,123.5
ENSMUST00000000285.4,1296.25
ENSMUST00000000287.8,1151.75
ENSMUST00000000291.4,439.25
ENSMUST00000000299.9,31.25
ENSMUST00000000304.8,823.25
ENSMUST00000000305.5,438.5
ENSMUST00000000310.9,96.75
ENSMUST00000000312.7,163.25
ENSMUST00000000314.8,3657.0
ENSMUST00000000317.8,2021.5
ENSMUST00000000326.7,265.5
ENSMUST00000000327.8,12.365
ENSMUST00000000329.4,9.5
ENSMUST00000000335.6,2011.6075
ENSMUST00000000342.2,0.25
ENSMUST00000000348.10,2409.9925000000003
ENSMUST00000000349.6,576.5
ENSMUST00000000356.8,5679.75
ENSMUST00000000365.2,1730.5
ENSMUST00000000369.3,4.5
ENSMUST00000000384.6,935.5
ENSMUST00000000388.10,1833.0
ENSMUST00000000394.9,897.25
ENSMUST00000000395.6,1.25
ENSMUST00000000402.11,54.25
ENSMUST00000000412.2,81.0
